Vodafone - Realtime Data;;;;;;;;;;;;;;;;;;;;
Generated by: Tobias Conde;;;;;;;;;;;;;;;;;;;;
At: January 30, 2018 17:02 (Europe/Lisbon);;;;;;;;;;;;;;;;;;;;
From: January 01, 2017 00:00, To: December 31, 2017 23:59;;;;;;;;;;;;;;;;;;;;
Rate: 15 minutes;;;;;;;;;;;;;;;;;;;;
Exported by WiseMetering;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
weekday;day;month;year;time;EA+ OMCs (KWh);EA+ GERAL 1 RAN (KWh);EA+ BVTP0 (KWh);EA+ GERAL 2 RAN (KWh);EA+ GERAL CMB (KWh);EA+ GERAL PDG (KWh);EA+ Q.INV 1 FAR (KWh);EA+ Q.INV 1 SNT (KWh);EA+ QGD 2 ALF1P-1 (KWh);EA+ Q.INV1 MAT (KWh);EA+ Q.INV1 FNC (KWh);EA+ GERAL AVR (KWh);EA+ QGD 1 ALF1P-1 (KWh);EA+ QGD 1 PTM (KWh);EA+ Q.INV 2 SNT (KWh);EA+ GERAL FMC (KWh)
Tue;26;09;2017;07:00;353,25;7,19;72,97;22,77;20;6;14;18,24;35;46;6,49;36,73;21;8;14,86;24
Tue;26;09;2017;07:15;364,8;10,78;72,77;22,77;21;7;14;21,9;35;46;6,77;39,94;21;7;14,85;24
Tue;26;09;2017;07:30;367,64;7,19;72,73;22,77;20;8;26;17,09;35;45;7,43;38,58;21;8;14,85;24
Tue;26;09;2017;07:45;349,01;9,88;73,18;23,29;21;6;5,5;19,36;35;45;6,5;36,33;22;7;14,96;24
Tue;26;09;2017;08:00;374,1;7,19;73,1;23,29;20;7;14,5;17,66;35;63;6,42;39,99;21;7;14,96;24
Tue;26;09;2017;08:15;388,47;10,78;73,46;23,81;21;7;16;21,86;34;66;7,24;40,31;21;7;15,02;24
Tue;26;09;2017;08:30;374,46;8,08;73,64;23,81;20;8;17;16,75;35;61;7,67;36,49;22;6;15,01;24
Tue;26;09;2017;08:45;385,29;11,68;74,13;24,33;21;7;17,5;20,68;35;61;6,95;38,01;22;7;15,01;24
Tue;26;09;2017;09:00;386,99;8,08;77,66;24,33;21;7;17,5;21,02;35;60;7,06;40,33;22;7;15,02;24
Tue;26;09;2017;09:15;389,81;12,58;80,1;25,88;21;6;17;19,4;35;59;8;37,27;22;7;15,59;24
Tue;26;09;2017;09:30;406,35;8,98;81,82;25,88;21;8;17,75;23,97;36;57;7,27;39,9;23;7;22,77;26
Tue;26;09;2017;09:45;406,39;13,47;82,17;25,36;21;8;17,75;28,22;36;57;6,9;39,88;22;7;14,63;27
Tue;26;09;2017;10:00;403,44;9,88;81,56;25,36;21;7;17,75;28,39;37;57;7,36;39,52;22;8;14,62;27
Tue;26;09;2017;10:15;410,22;14,37;82,27;26,92;21;8;17,75;31,27;36;57;7,94;37,99;22;7;14,71;26
Tue;26;09;2017;10:30;414,49;10,78;82,24;26,92;28;7;14;31,46;37;58;7;40,38;23;7;14,72;27
Tue;26;09;2017;10:45;424,89;18,86;82,28;27,43;27;9;15;31,32;36;59;6,92;41,38;22;7;14,7;27
Tue;26;09;2017;11:00;419,89;13,47;83,45;27,43;24;9;16;29,54;35;62;7,53;41,75;22;7;14,7;27
Tue;26;09;2017;11:15;420,8;17,97;81,9;28,47;24;9;16;27,94;36;61;7,96;38,76;23;8;14,81;26
Tue;26;09;2017;11:30;417,66;12,58;83,32;28,47;25;7;16;30,41;35;61;7,08;40,39;22;7;15,41;27
Tue;26;09;2017;11:45;428,78;17,07;82,53;30,02;25;9;16;32,78;35;62;6,9;39,44;22;8;16,03;27
Tue;26;09;2017;12:00;423,47;12,58;84,18;30,02;25;8;14;32,88;35;60;7,65;42,24;22;7;15,94;27
Tue;26;09;2017;12:15;445,99;17,97;85,9;28,99;25;9;26;33,45;35;61;7,93;43,79;21;8;15,97;27
Tue;26;09;2017;12:30;422,12;11,68;85,71;28,99;25;7;13,67;33,37;36;60;6,93;43,31;22;7;15,46;26
Tue;26;09;2017;12:45;428,12;17,97;85,47;30,02;25;9;13,67;32,75;35;57;6,92;44,38;21;8;14,94;27
Tue;26;09;2017;13:00;426,9;12,58;85,38;30,02;25;9;13,67;32,48;36;57;7,76;46,07;22;8;14,95;27
Tue;26;09;2017;13:15;428,72;17,07;84,86;29,5;25;9;13,5;32,94;35;57;7,89;45,03;22;8;14,94;27
Tue;26;09;2017;13:30;424,04;12,58;84,57;29,5;25;8;18;32,71;35;56;6,66;43,14;23;8;14,89;27
Tue;26;09;2017;13:45;442,8;17,07;85,02;28,99;26;8;17,5;33,17;34;57;6,6;45,01;22;10;26,45;26
Tue;26;09;2017;14:00;442,16;13,47;86,37;28,99;26;8;17;33,3;35;61;7,7;46,41;22;10;19,92;27
Tue;26;09;2017;14:15;453,43;16,17;83;29,5;26;9;28;33,67;36;61;7,96;41,64;23;9;22,5;27
Tue;26;09;2017;14:30;425,17;13,47;83,59;29,5;25;8;7;33,63;35;61;6,97;44,76;22;8;19,26;28
Tue;26;09;2017;14:45;447,65;17,07;83,46;30,02;28;7;18;34,12;35;65;6,93;41,52;22;9;23,54;27
Tue;26;09;2017;15:00;439,01;11,68;84,51;30,02;26;9;16,5;34,45;35;65;7,87;36,22;22;8;25,76;27
Tue;26;09;2017;15:15;447,12;18,86;84,91;30,54;26;8;16,5;34,84;35;62;7,78;40,34;21;9;25,36;27
Tue;26;09;2017;15:30;443,2;12,58;84,23;30,54;26;7;16,5;34,34;35;62;6,88;45,72;22;9;24,42;27
Tue;26;09;2017;15:45;447,99;17,07;83,49;30,54;26;9;16,5;33,58;36;62;6,99;46,6;21;7;25,24;27
Tue;26;09;2017;16:00;441,18;13,47;83,85;30,54;26;9;15,4;33,31;34;61;7,99;43,56;22;10;24,06;27
Tue;26;09;2017;16:15;446,74;17,07;85,22;30,02;25;9;15,4;33,75;35;61;7,63;45,74;21;10;23,9;27
Tue;26;09;2017;16:30;441,95;12,58;84,53;30,02;26;8;15,4;33,15;35;61;6,85;46,47;22;10;23,96;27
Tue;26;09;2017;16:45;442,18;17,97;84,36;30,02;28;6;15,4;33,02;35;62;7,03;41,92;22;9;23,46;27
Tue;26;09;2017;17:00;455,72;12,58;85,49;30,02;26;8;15,4;43,46;35;60;7,96;44,12;21;9;30,7;27
Tue;26;09;2017;17:15;457,06;17,07;85,38;30,02;26;9;14,5;43,46;35;58;7,33;44,6;22;8;30,7;26
Tue;26;09;2017;17:30;396,65;12,58;83,88;30,02;25;8;16,5;13,68;35;57;6,7;41,71;21;9;9,58;27
Tue;26;09;2017;17:45;446,92;17,07;83,89;28,99;26;7;26;32,77;36;58;6,92;44,7;22;8;22,58;27
Tue;26;09;2017;18:00;418,2;12,58;83,52;28,99;26;8;6;28,09;37;57;7,62;41,5;21;8;25,91;27
Tue;26;09;2017;18:15;434,74;17,07;84,05;29,5;25;9;19,75;24,25;36;61;6,73;37,2;22;8;28,19;27
Tue;26;09;2017;18:30;427,94;11,68;83,07;29,5;26;7;19,75;19,44;36;62;6,55;40,6;21;9;30,35;26
Tue;26;09;2017;18:45;433,26;17,07;82,99;30,02;25;8;19,75;21,83;35;61;7,42;40,08;22;8;28,11;27
Tue;26;09;2017;19:00;427,97;12,58;83,33;30,02;25;8;19,75;22,12;36;61;7,35;40,16;21;8;27,66;26
Tue;26;09;2017;19:15;411,09;17,07;81,9;29,5;25;7;5,5;22;36;61;6,46;36,06;21;8;27,59;27
Tue;26;09;2017;19:30;423,71;11,68;82,15;29,5;26;7;16,5;21,85;35;62;6,49;40,21;22;8;29,32;26
Tue;26;09;2017;19:45;435,03;17,07;82,66;29,5;25;8;27;21,27;35;58;7,4;40,64;21;8;27,5;27
Tue;26;09;2017;20:00;406,58;12,58;82,65;29,5;26;6;7;18,95;36;57;7,28;40,19;22;8;27,42;26
Tue;26;09;2017;20:15;409,52;16,17;82,1;28,99;24;8;15,75;14,32;35;56;6,45;39,27;21;8;27,47;27
Tue;26;09;2017;20:30;416,5;12,58;82,9;28,99;25;7;15,75;20,76;36;58;6,85;36,97;22;8;29,71;26
Tue;26;09;2017;20:45;422,51;16,17;82,19;28,99;25;6;18;20,89;36;57;7,64;41,17;21;8;27,48;27
Tue;26;09;2017;21:00;417,42;13,47;82,22;28,99;24;8;18;18,7;37;57;6,91;39,99;22;8;27,13;26
Tue;26;09;2017;21:15;417,15;16,17;82,45;28,47;25;8;11,83;20,4;35;61;6,6;40,25;21;8;26,99;26
Tue;26;09;2017;21:30;408,4;11,68;81,88;28,47;24;6;11,83;20,73;36;61;7,18;37,71;22;8;26,93;25
Tue;26;09;2017;21:45;410,7;15,27;80,67;27,43;25;8;11,83;17,31;35;61;7,59;38,58;22;8;27,01;26
Tue;26;09;2017;22:00;408,48;10,78;80,96;27,43;25;6;13;21,44;35;61;6,58;40,42;21;8;26,86;25
Tue;26;09;2017;22:15;412,53;16,17;81,98;27,43;24;8;15;18,02;36;61;6,58;36,6;22;8;26,75;25
Tue;26;09;2017;22:30;407,51;10,78;79,32;27,43;25;7;25;15,23;35;59;7,59;39,24;21;8;22,92;25
Tue;26;09;2017;22:45;383,32;17,07;75,9;25,88;24;6;12,33;20,02;35;50;7,19;40,01;22;8;14,92;25
Tue;26;09;2017;23:00;381,01;10,78;76,72;25,88;25;8;12,33;23,63;36;47;6,65;39,08;21;8;14,94;26
Tue;26;09;2017;23:15;385,92;17,07;77,73;25,88;24;7;12,33;23,27;36;50;6,92;35,81;22;8;14,92;25
Tue;26;09;2017;23:30;379,78;10,78;76,73;25,88;25;7;15;18,3;36;49;7,61;39,56;21;8;14,92;25
Tue;26;09;2017;23:45;389,93;15,27;76,65;25,36;25;8;14;23,53;36;50;6,81;39,41;22;8;14,9;25
Wed;27;09;2017;00:00;374,68;11,68;77,09;25,36;24;6;16;19,22;36;48;6,57;35,86;21;8;14,9;25
Wed;27;09;2017;00:15;388,99;14,37;77,09;24,84;25;8;16;22,96;35;50;7,26;38,51;22;8;14,95;25
Wed;27;09;2017;00:30;378,78;11,68;76,57;24,84;24;6;17;19,25;34;50;7,48;39,06;21;8;14,89;25
Wed;27;09;2017;00:45;378,31;12,58;76,35;24,84;21;7;16;21,94;35;49;6,54;38,18;22;8;14,89;25
Wed;27;09;2017;01:00;370,81;8,98;76,95;24,84;19;8;16,5;19,69;35;51;6,55;35,41;21;8;14,88;25
Wed;27;09;2017;01:15;376,08;11,68;76,76;24,84;20;6;15,5;22,17;35;48;7,56;39,7;21;8;14,86;25
Wed;27;09;2017;01:30;374,74;8,98;75,82;24,84;19;7;17;18,81;35;52;7,2;39,27;22;8;14,83;25
Wed;27;09;2017;01:45;367,46;11,68;76,03;24,33;20;7;16;19,87;35;47;6,51;35,18;21;8;14,86;25
Wed;27;09;2017;02:00;369,18;8,98;75,71;24,33;20;7;14;19,71;36;52;6,72;35,86;21;8;14,87;25
Wed;27;09;2017;02:15;371,66;11,68;76,13;23,81;22;7;14,5;19,9;35;47;7,56;37,28;22;8;14,8;25
Wed;27;09;2017;02:30;374,39;8,08;75,97;23,81;23;7;14,5;19,59;36;52;6,97;38,73;21;8;14,76;25
Wed;27;09;2017;02:45;364,23;11,68;72,87;24,33;21;8;14,5;18,68;35;47;6,53;35,84;21;8;14,81;25
Wed;27;09;2017;03:00;368,55;8,08;74,18;24,33;21;6;14,5;19,8;35;51;6,87;38,99;21;8;14,8;25
Wed;27;09;2017;03:15;365,31;11,68;70,78;23,81;20;8;13;18,22;35;48;7,55;39,52;22;8;14,75;25
Wed;27;09;2017;03:30;368,19;8,08;70,98;23,81;20;7;24;19,58;34;50;6,68;35,25;21;8;14,8;25
Wed;27;09;2017;03:45;363,79;11,68;71,13;24,33;20;7;16,31;17,95;35;48;6,52;37,08;21;8;14,8;25
Wed;27;09;2017;04:00;362,21;8,08;68,8;24,33;20;7;16,31;17,94;35;50;7,31;38,67;21;8;14,77;25
Wed;27;09;2017;04:15;367,29;11,68;70,2;23,81;19;7;16,31;19,32;35;48;7,44;39,73;22;8;14,8;25
Wed;27;09;2017;04:30;358,19;8,08;70,55;23,81;20;7;14,61;17,62;36;50;6,51;35,22;21;8;14,8;25
Wed;27;09;2017;04:45;362,63;11,68;70,69;23,81;20;7;14,61;18,84;35;48;6,51;36,72;21;9;14,78;25
Wed;27;09;2017;05:00;361,38;8,08;70,57;23,81;19;7;13,63;16,23;36;50;7,48;39,81;22;8;14,77;25
Wed;27;09;2017;05:15;367,55;10,78;69,26;23,81;20;8;21,42;19,91;35;48;7,09;36,49;21;8;14,8;24
Wed;27;09;2017;05:30;349,32;8,08;69,29;23,81;20;6;11,36;16,55;35;49;6,52;35,95;21;7;14,76;25
Wed;27;09;2017;05:45;359,14;11,68;69,97;23,81;19;7;11,36;16,45;35;49;6,79;39,29;22;8;14,78;25
Wed;27;09;2017;06:00;359,18;8,08;70,34;23,81;20;7;11,36;20,55;35;48;7,54;37,7;21;8;14,79;26
Wed;27;09;2017;06:15;354,68;10,78;70,34;23,29;20;7;12,66;16,27;34;50;6,9;35,66;21;8;14,77;24
Wed;27;09;2017;06:30;360,3;8,08;69,08;23,29;19;7;23,37;16,23;35;47;6,51;38,96;21;8;14,77;23
Wed;27;09;2017;06:45;361,96;11,68;69,55;23,81;20;7;11,69;18,91;35;50;7,11;39,44;22;8;14,78;23
Wed;27;09;2017;07:00;351,59;8,08;70,84;23,81;19;7;11,69;17,02;35;47;7,56;35,81;21;8;14,79;25
Wed;27;09;2017;07:15;357,54;10,78;69,47;23,81;20;7;11,69;16,79;35;50;6,44;37,78;21;8;14,8;25
Wed;27;09;2017;07:30;354,6;8,08;70,14;23,81;19;7;11,69;17,17;36;47;6,45;40,49;21;7;14,77;25
Wed;27;09;2017;07:45;359,66;10,78;70,13;23,81;19;6;15,58;16,48;36;48;7,47;37,58;21;8;14,83;25
Wed;27;09;2017;08:00;385,6;8,98;70,28;23,81;20;8;23,86;16,4;35;65;6,92;37,47;22;8;14,87;25
Wed;27;09;2017;08:15;378,33;10,78;72,11;24,84;19;6;13,5;17,09;36;63;6,5;40,6;21;8;14,9;25
Wed;27;09;2017;08:30;381,2;8,08;72,64;24,84;20;8;15,88;16,56;35;66;7,54;38,77;21;7;14,89;25
Wed;27;09;2017;08:45;383,72;10,78;72,64;24,33;20;6;15,88;16,06;35;66;7,94;39,17;22;8;14,94;25
Wed;27;09;2017;09:00;390,2;8,08;77,56;24,33;21;8;15,88;20,17;35;60;6,88;43,35;21;8;14,96;26
Wed;27;09;2017;09:15;395,54;12,58;80,33;25,36;20;6;15,88;18,75;35;62;6,91;42,77;22;8;14,98;25
Wed;27;09;2017;09:30;393,97;9,88;82,75;25,36;21;8;13,5;17,65;35;64;7,96;40,89;21;8;14,98;24
Wed;27;09;2017;09:45;402,37;15,27;82,89;25,36;21;7;17;19,2;37;58;7,7;40,96;22;9;14,98;25
Wed;27;09;2017;10:00;397,39;10,78;83,58;25,36;21;7;18,75;22,32;36;56;7,47;39,62;21;7;15,5;26
Wed;27;09;2017;10:15;423,94;16,17;86,34;26,92;24;9;18,75;21,18;37;65;8,01;36,4;22;9;16,17;28
Wed;27;09;2017;10:30;422,82;10,78;90,47;26,92;29;6;18,75;25,26;36;60;8,49;37,55;21;8;18,61;26
Wed;27;09;2017;10:45;436,5;15,27;87,26;31,57;25;9;18,75;25,96;37;58;8,13;38,41;22;9;23,15;28
Wed;27;09;2017;11:00;435,47;10,78;88,82;31,57;25;8;18,75;29,92;37;57;7,11;48,07;22;8;15,44;28
Wed;27;09;2017;11:15;439,61;16,17;88,74;30,54;25;7;18,75;30,64;36;61;7,39;45,26;21;8;15,12;29
Wed;27;09;2017;11:30;420,97;10,78;88,39;30,54;25;9;7,5;30,46;35;60;8,16;43,23;22;8;15,92;27
Wed;27;09;2017;11:45;425,51;15,27;86,46;29,5;26;8;18,5;30,48;37;61;7,75;33,62;21;8;15,93;27
Wed;27;09;2017;12:00;432,52;10,78;87,41;29,5;25;9;18,5;30,71;37;58;7,02;44,6;22;8;17;28
Wed;27;09;2017;12:15;452,62;16,17;88,93;30,54;25;9;18,5;30,92;36;60;7,06;46,9;22;8;24,61;29
Wed;27;09;2017;12:30;439,71;10,78;87,82;30,54;25;7;18,5;30,9;36;61;8,14;40,6;22;9;24,44;28
Wed;27;09;2017;12:45;445,82;15,27;88,17;29,5;25;8;12;30,16;36;61;8,13;52,26;21;8;23,33;28
Wed;27;09;2017;13:00;431,13;10,78;86,49;29,5;25;7;12;30,8;37;58;7,08;47,74;22;8;22,74;27
Wed;27;09;2017;13:15;434,77;15,27;86,4;30,54;26;8;12;30,61;37;58;6,79;46,07;22;8;20,09;28
Wed;27;09;2017;13:30;439,36;10,78;86,47;30,54;25;8;14;30,75;37;61;7,53;47,12;22;8;23,18;28
Wed;27;09;2017;13:45;439,67;16,17;86,72;29,5;26;7;15;31,09;36;60;8,11;39,65;22;8;26,43;28
Wed;27;09;2017;14:00;447,59;11,68;86,13;29,5;26;7;15;32,38;37;61;7,61;48,69;23;8;25,59;29
Wed;27;09;2017;14:15;471,54;17,07;86,78;31,57;26;8;26;31,99;37;64;7,21;47,37;22;10;28,55;28
Wed;27;09;2017;14:30;435,25;11,68;88,19;31,57;26;6;8;31,92;37;61;7,42;40,59;22;10;25,88;28
Wed;27;09;2017;14:45;433,83;0;88,51;28,47;26;8;15;31,97;36;57;8,13;49,55;21;10;28,2;26
Wed;27;09;2017;15:00;442,71;0;88,58;28,47;26;7;16;35,02;37;61;7,82;48,73;22;11;27,1;27
Wed;27;09;2017;15:15;450,67;14,37;86,5;27,95;27;7;16,5;32,42;37;61;7,05;49,15;21;9;27,73;27
Wed;27;09;2017;15:30;456,49;13,47;86,7;27,95;26;8;18;35,42;36;62;7,03;49,25;22;9;28,66;27
Wed;27;09;2017;15:45;468,43;18,86;86,6;28,99;27;7;28,5;32,5;36;62;8,12;48,23;22;9;26,63;27
Wed;27;09;2017;16:00;442,19;12,58;86,5;28,99;26;7;6;35;37;61;8,03;48,34;21;8;28,76;28
Wed;27;09;2017;16:15;456,24;17,97;85,31;28,99;27;8;19,25;32,28;37;61;7,05;47,9;22;9;26,5;27
Wed;27;09;2017;16:30;447,6;12,58;85,16;28,99;26;6;19,25;32,71;36;59;7,09;48,8;21;9;29,03;27
Wed;27;09;2017;16:45;459,72;18,86;86,19;27,95;27;8;13,5;33,87;38;60;8,02;48,33;23;10;28,99;28
Wed;27;09;2017;17:00;456,4;12,58;86,25;27,95;26;8;18;32;38;62;8,12;48,77;22;10;27,74;29
Wed;27;09;2017;17:15;451,08;17,07;85,79;27,43;27;7;16;31,35;37;62;7,32;48,55;22;10;26,58;26
Wed;27;09;2017;17:30;453,8;13,47;84,65;27,43;26;9;24;31,25;37;61;7,02;48,55;22;11;24,43;27
Wed;27;09;2017;17:45;449,38;17,97;84,69;28,47;27;8;12;31,06;36;62;7,48;47,94;22;10;26,77;28
Wed;27;09;2017;18:00;436,43;11,68;85,28;28,47;26;8;12;29,19;36;61;8,1;46,39;22;8;27,32;27
Wed;27;09;2017;18:15;440,36;17,97;84,68;26,92;26;7;12;27,5;37;61;7,6;45,45;21;8;30,24;28
Wed;27;09;2017;18:30;432,23;12,58;83,5;26,92;26;8;14;25,89;36;57;6,87;46,33;22;8;31,16;28
Wed;27;09;2017;18:45;443,94;17,97;83,54;27,43;26;6;24;25,54;36;61;6,97;44;21;8;29,49;27
Wed;27;09;2017;19:00;416,55;11,68;84,34;27,43;25;8;5;22,47;36;62;7,67;41,84;22;8;28,12;27
Wed;27;09;2017;19:15;425,86;17,07;84,55;26,4;25;7;15;22,23;36;61;7,36;40,18;21;8;28,08;27
Wed;27;09;2017;19:30;422,35;12,58;83,96;26,4;26;6;17,5;22,08;36;60;6,59;41,3;21;8;27,94;27
Wed;27;09;2017;19:45;425,55;17,07;83,8;26,92;25;8;14;21,38;36;58;6,71;41,27;22;8;29,4;28
Wed;27;09;2017;20:00;426,85;12,58;83,24;26,92;25;7;14,5;22,22;37;60;7,66;43,26;21;8;30,47;28
Wed;27;09;2017;20:15;428,74;17,07;83,38;27,95;25;7;15;21,37;36;61;7,57;40,33;22;8;30,07;27
Wed;27;09;2017;20:30;423,84;11,68;83,84;27,95;25;7;17;21,42;37;61;6,65;40,52;21;8;28,78;27
Wed;27;09;2017;20:45;421,04;17,07;84,74;26,4;25;6;13,5;19,93;36;61;6,71;39,85;22;8;27,84;27
Wed;27;09;2017;21:00;418,85;12,58;84,71;26,4;24;8;14,5;21,23;35;57;7,62;43,14;22;8;27,68;27
Wed;27;09;2017;21:15;434,92;16,17;82,97;28,99;25;7;27,5;18,24;36;59;7,74;40,5;21;8;29,83;27
Wed;27;09;2017;21:30;421,03;11,68;82,78;28,99;25;6;14,94;22,13;36;62;6,75;36,41;22;9;29,36;28
Wed;27;09;2017;21:45;419,97;16,17;83,31;27,43;25;8;14,94;17,02;35;61;6,68;39,77;22;8;27,65;28
Wed;27;09;2017;22:00;413,26;12,58;82,14;27,43;24;6;14,94;17,95;36;59;7,55;39,89;21;8;28,78;28
Wed;27;09;2017;22:15;413,86;14,37;81,64;26,92;25;8;14,94;17,43;35;58;7,77;37,68;22;8;29,11;28
Wed;27;09;2017;22:30;411,55;10,78;80,77;26,92;24;6;14,94;20,92;36;61;6,86;38,66;21;8;27,71;28
Wed;27;09;2017;22:45;418,73;14,37;80,73;26,92;25;7;14,94;18,36;36;61;6,75;41,03;22;8;27,64;29
Wed;27;09;2017;23:00;406,8;10,78;80,19;26,92;24;7;14,94;18,54;36;60;7,35;37,5;22;8;27,59;26
Wed;27;09;2017;23:15;408,28;14,37;80,42;26,92;24;7;14,94;20,52;35;57;7,74;36,67;21;8;27,7;27
Wed;27;09;2017;23:30;408,38;10,78;81,15;26,92;24;7;12;19,1;36;59;6,8;41,07;22;8;27,56;27
Wed;27;09;2017;23:45;422,07;14,37;81,65;26,92;24;7;24,5;18,36;35;61;6,66;40,07;21;8;27,54;26
Thu;28;09;2017;00:00;406,45;10,78;80,79;26,92;24;7;11,5;19,23;36;60;7,43;37,49;22;9;27,32;27
Thu;28;09;2017;00:15;404,6;14,37;80,79;26,92;24;6;11,5;20,02;35;55;7,75;39,89;21;8;27,36;27
Thu;28;09;2017;00:30;402,87;10,78;80,24;26,92;23;8;11,5;17,85;35;60;6,83;40,08;22;8;25,67;27
Thu;28;09;2017;00:45;405,84;12,58;79,98;24,84;24;6;14,7;18,29;36;61;6,65;37,55;21;8;27,24;28
Thu;28;09;2017;01:00;405,74;9,88;80,72;24,84;24;7;14,7;19,56;36;57;7,35;41,43;22;8;27,25;26
Thu;28;09;2017;01:15;395,27;12,58;81;25,36;23;8;14,7;17,08;36;58;7,74;37,64;21;8;18,18;27
Thu;28;09;2017;01:30;398,55;9,88;79,99;25,36;24;6;14,7;24,38;35;60;6,99;41,31;21;8;14,93;27
Thu;28;09;2017;01:45;403,91;12,58;79,48;25,36;23;8;14,7;26,3;35;60;6,66;40,88;22;8;14,95;27
Thu;28;09;2017;02:00;395,37;9,88;80,24;25,36;23;6;18,75;25,06;35;54;7,06;40,05;21;8;14,97;27
Thu;28;09;2017;02:15;396,48;12,58;79,83;24,84;24;7;18,75;24,71;35;49;7,71;41,12;22;8;14,93;27
Thu;28;09;2017;02:30;373,33;9,88;79,35;24,84;24;7;6,5;25,03;34;47;7,17;39,64;21;8;14,91;25
Thu;28;09;2017;02:45;381,28;12,58;78,61;25,36;23;7;14,5;24,99;35;47;6,64;38,71;21;8;14,9;24
Thu;28;09;2017;03:00;377,55;8,98;79,9;25,36;24;7;14;20,9;36;49;6,9;37,58;21;8;14,93;24
Thu;28;09;2017;03:15;391,05;12,58;79,91;24,84;23;8;17;24,43;35;49;7,67;40,71;22;8;14,9;24
Thu;28;09;2017;03:30;379,74;8,08;79,76;24,84;23;7;16,5;20,25;36;50;7,37;39,12;21;8;14,82;24
Thu;28;09;2017;03:45;386,19;12,58;77,53;23,81;24;7;16,5;23,96;36;51;6,64;38,36;21;8;14,82;25
Thu;28;09;2017;04:00;366,35;8,08;74,04;23,81;23;6;16,5;18,04;35;48;6,73;39,35;21;8;14,79;24
Thu;28;09;2017;04:15;384,56;11,68;76,31;24,33;24;8;16,5;23,51;34;51;7,68;38,75;22;8;14,81;24
Thu;28;09;2017;04:30;373,16;8,98;75,32;24,33;23;6;15;19,18;36;51;7,45;39,09;21;8;14,81;24
Thu;28;09;2017;04:45;379,45;11,68;76,99;24,33;23;8;15;23,99;34;47;6,65;40,04;21;8;14,78;25
Thu;28;09;2017;05:00;368,32;8,08;76,19;24,33;24;6;15;17,98;35;49;6,62;37,3;22;8;14,82;24
Thu;28;09;2017;05:15;375,04;11,68;76,97;24,33;23;7;15;19,59;35;47;7,66;40,03;21;8;14,79;24
Thu;28;09;2017;05:30;376,23;8,98;76,05;24,33;23;7;15;22,27;36;50;7,61;38,23;21;8;14,77;24
Thu;28;09;2017;05:45;370,3;11,68;75,71;23,81;24;7;14;18,05;35;46;6,64;39,6;22;8;14,8;24
Thu;28;09;2017;06:00;373,13;8,08;76,14;23,81;23;8;14;19,38;36;50;6,64;40,29;21;8;14,79;24
Thu;28;09;2017;06:15;369,12;11,68;75,63;24,33;23;6;14;22,08;35;47;7,41;35,22;21;8;14,79;24
Thu;28;09;2017;06:30;372,31;8,98;77,43;24,33;24;7;14;17,61;35;50;7,69;38,48;22;7;14,79;24
Thu;28;09;2017;06:45;371,75;10,78;77,27;23,81;23;7;14;20,96;35;48;6,76;36,37;21;8;14,81;25
Thu;28;09;2017;07:00;370,28;8,98;77,4;23,81;24;7;13;18,89;35;49;6,63;37,78;22;8;14,8;24
Thu;28;09;2017;07:15;379,13;10,78;77,63;24,33;23;7;17,5;22,18;35;49;7,35;38,58;21;7;14,8;24
Thu;28;09;2017;07:30;365,46;8,98;76,69;24,33;22;6;16,33;17,48;34;47;7,61;37,16;21;8;14,88;24
Thu;28;09;2017;07:45;376,34;11,68;77,67;23,81;23;8;16,33;20,66;35;50;6,84;36,49;21;7;14,87;24
Thu;28;09;2017;08:00;390,52;8,08;77,51;23,81;24;7;16,33;21,13;35;65;6,57;37,17;21;8;14,91;25
Thu;28;09;2017;08:15;394,84;11,68;75,94;25,36;25;7;16,33;17,68;35;68;6,93;39;21;7;14,92;24
Thu;28;09;2017;08:30;399,59;9,88;77,71;25,36;24;6;16,33;19,58;36;66;8,32;39,49;22;8;14,91;26
Thu;28;09;2017;08:45;404,12;12,58;78,21;25,36;25;8;16,33;22,62;36;66;8,12;37,97;21;7;14,93;25
Thu;28;09;2017;09:00;400,42;9,88;77,29;25,36;25;7;16,33;18,73;36;63;7;41,23;22;8;15,59;28
Thu;28;09;2017;09:15;408,57;13,47;79,4;25,36;25;6;16,33;25,25;36;61;7,1;39,52;22;8;16,13;28
Thu;28;09;2017;09:30;411,81;13,47;80,64;25,36;25;8;16,33;22,63;35;65;8,16;38,35;22;8;15,85;28
Thu;28;09;2017;09:45;419,28;18,86;81,87;25,88;26;7;16;27,64;36;60;7,97;38,33;22;7;15,74;29
Thu;28;09;2017;10:00;421,86;13,47;84,54;25,88;25;8;18,25;30,96;36;61;7,07;38,22;22;8;15,46;28
Thu;28;09;2017;10:15;432,8;17,07;84,37;27,95;26;7;18,25;30,97;35;64;7,07;39,4;23;9;15,73;28
Thu;28;09;2017;10:30;420,24;12,58;84,67;27,95;25;8;18,25;31,59;36;56;8,13;37,09;21;8;15,99;30
Thu;28;09;2017;10:45;434,7;17,97;86,14;28,99;26;7;18,25;31,2;36;57;8,07;44,14;21;8;15,96;29
Thu;28;09;2017;11:00;432,89;11,68;87,73;28,99;26;8;14,5;31,25;36;58;7,1;45,39;22;10;16,26;30
