WiseMetering realtime, exported on November 17, 2016 18:05, by Pedro Castanheira of Vodafone.;;;;;;;;;;;;;;;;;
From January 01, 2016 00:00 to September 30, 2016 23:59, with a rate of 15 minutes.;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
weekday;day;month;year;time;EA+ IT OMCs (KWh);EA+ IT BVTP0 (KWh);EA+ IT SNT (KWh);EA+ IT FMC (KWh);EA+ IT MAT (KWh);EA+ IT FNC (KWh);EA+ IT CMB (KWh);EA+ IT PDG (KWh);EA+ IT AVR (KWh);EA+ IT FAR (KWh);EA+ IT ALF1P-1 (KWh);EA+ IT RAN (KWh);EA+ IT PTM (KWh)
Fri;19;08;2016;00:00;270,52;55,26;24,33;17,28;38,36;3,67;14,9;3,9;21,03;8,93;51,42;29,23;2,21
Fri;19;08;2016;00:15;270,36;55,18;24,4;17,29;37,36;3,67;14,87;3,89;21,02;8,91;52,39;29,18;2,21
Fri;19;08;2016;00:30;268,98;55,02;24,24;17,28;37,28;3,66;14,85;3,89;21,02;8,93;51,38;29,23;2,21
Fri;19;08;2016;00:45;268,9;54,99;24,28;17,28;37,27;3,67;14,84;3,9;21;8,91;51,35;29,19;2,21
Fri;19;08;2016;01:00;272,16;55,02;24,33;17,27;38,37;3,67;14,83;3,89;21,01;9,89;52,5;29,19;2,2
Fri;19;08;2016;01:15;268,61;55,02;24,33;17,23;37,18;3,67;14,85;3,9;20,99;8,92;51,18;29,12;2,22
Fri;19;08;2016;01:30;268,54;54,99;24,23;17,23;37,27;3,66;14,89;3,89;20,99;8,88;51,18;29,14;2,2
Fri;19;08;2016;01:45;268,52;55,02;24,24;17,2;37,24;3,66;14,86;3,89;20,98;8,88;51,22;29,13;2,21
Fri;19;08;2016;02:00;271,68;54,99;24,33;17,18;38,19;3,66;14,87;3,9;20,97;9,87;52,44;29,08;2,21
Fri;19;08;2016;02:15;268,46;55,06;24,25;17,18;37,21;3,66;14,86;3,89;20,97;8,88;51,29;29;2,2
Fri;19;08;2016;02:30;268,08;54,96;24,21;17,18;37,15;3,66;14,84;3,89;20,9;8,87;51,24;28,97;2,2
Fri;19;08;2016;02:45;270,74;54,98;24,32;17,17;38,17;3,66;14,88;3,9;20,95;9,21;52,29;29,02;2,2
Fri;19;08;2016;03:00;268,15;54,92;24,16;17,16;37,14;3,66;14,83;3,89;20,94;9,21;51,09;28,94;2,2
Fri;19;08;2016;03:15;268,63;54,85;24,36;17,17;37,15;3,66;14,81;3,89;20,93;9,21;51,4;29,01;2,2
Fri;19;08;2016;03:30;269,21;54,84;24,23;17,17;37,14;3,66;14,8;3,89;20,92;9,21;52,21;28,95;2,2
Fri;19;08;2016;03:45;269,36;54,8;24,31;17,19;38,18;3,66;14,8;3,9;20,91;9,21;51,26;28,96;2,2
Fri;19;08;2016;04:00;268,14;54,86;24,26;17,17;37,04;3,66;14,82;3,89;20,91;9,21;51,18;28,93;2,2
Fri;19;08;2016;04:15;269,51;54,86;24,3;17,17;37,13;3,66;16,54;3,89;20,9;8,86;51,04;28,97;2,21
Fri;19;08;2016;04:30;269,01;54,82;24,25;17,17;37,17;3,66;14,84;3,89;20,89;8,87;52,34;28,93;2,19
Fri;19;08;2016;04:45;268,84;54,92;24,29;17,17;38,08;3,66;14,84;3,9;20,89;8,87;51,11;28,91;2,2
Fri;19;08;2016;05:00;267,9;54,9;24,24;17,16;37,12;3,66;14,84;3,89;20,88;8,89;51,19;28,92;2,2
Fri;19;08;2016;05:15;269,15;54,88;24,24;17,16;37,11;3,66;14,83;3,89;20,89;9,17;52,17;28,96;2,2
Fri;19;08;2016;05:30;268,12;54,89;24,32;17,16;36,97;3,66;14,87;3,89;20,91;9,17;51,19;28,91;2,2
Fri;19;08;2016;05:45;268,95;54,84;24,26;17,14;38,07;3,66;14,82;3,89;20,88;9,17;51,14;28,89;2,2
Fri;19;08;2016;06:00;267,63;54,74;24,3;17,13;37,1;3,66;14,8;3,89;20,91;8,85;51,18;28,86;2,2
Fri;19;08;2016;06:15;269,46;54,7;24,27;17,11;37,04;3,66;14,79;3,89;20,89;9,85;52,12;28,93;2,2
Fri;19;08;2016;06:30;267,58;54,73;24,26;17,09;37,15;3,66;14,78;3,89;20,9;8,87;51,15;28,89;2,2
Fri;19;08;2016;06:45;268,55;54,74;24,25;17,09;38,07;3,66;14,82;3,89;20,94;8,85;51,11;28,93;2,2
Fri;19;08;2016;07:00;268,84;54,81;24,28;17,08;37,1;3,66;14,85;3,89;20,92;8,87;52,21;28,98;2,21
Fri;19;08;2016;07:15;268,96;54,83;24,21;17,11;37,14;3,66;14,83;3,9;20,93;9,89;51,2;29,06;2,2
Fri;19;08;2016;07:30;267,99;54,89;24,34;17,11;37,08;3,66;14,8;3,89;20,97;8,91;51,13;29;2,22
Fri;19;08;2016;07:45;269,99;54,83;24,25;17,11;38,16;3,66;14,86;3,89;20,92;8,86;52,22;29,05;2,19
Fri;19;08;2016;08:00;268,08;54,94;24,19;17,11;37,12;3,66;14,86;3,9;20,98;8,89;51,24;29;2,2
Fri;19;08;2016;08:15;268,42;55,01;24,27;17,13;37,27;3,67;14,85;3,89;20,96;8,88;51,2;29,08;2,21
Fri;19;08;2016;08:30;270,47;55,05;24,28;17,14;38,12;3,67;14,88;3,89;20,97;9,88;51,3;29,1;2,2
Fri;19;08;2016;08:45;269,65;55,06;24,22;17,15;37,31;3,67;14,87;3,89;21;8,92;52,29;29,07;2,21
Fri;19;08;2016;09:00;268,65;55,11;24,24;17,17;37,21;3,73;14,87;3,9;21,01;8,85;51,17;29,19;2,21
Fri;19;08;2016;09:15;268,71;55,07;24,27;17,18;37,27;3,72;14,93;3,9;21,05;8,91;50,87;29,18;2,37
Fri;19;08;2016;09:30;271,55;55,11;24,24;17,2;38,26;3,71;14,87;3,89;20,99;9,89;51,85;29,16;2,37
Fri;19;08;2016;09:45;268,89;55,17;24,34;17,19;37,33;3,73;14,85;3,9;21,08;8,91;50,81;29,25;2,33
Fri;19;08;2016;10:00;268,68;55,19;24,2;17,2;37,37;3,71;14,86;3,92;21,07;8,89;50,8;29,25;2,24
Fri;19;08;2016;10:15;269,77;55,27;24,24;17,21;37,26;3,71;14,86;3,92;21,04;8,93;51,89;29,23;2,24
Fri;19;08;2016;10:30;270,8;55,28;24,28;17,23;38,39;3,72;14,87;3,93;21,08;9,9;50,67;29,23;2,23
Fri;19;08;2016;10:45;270,16;55,24;24,25;17,23;37,41;3,72;14,86;3,94;21,08;8,91;52,01;29,28;2,24
Fri;19;08;2016;11:00;268,96;55,24;24,3;17,25;37,4;3,71;14,86;3,94;21,05;8,9;50,82;29,28;2,23
Fri;19;08;2016;11:15;270,09;55,3;24,23;17,26;38,39;3,71;14,9;3,94;21,05;8,93;50,88;29,26;2,24
Fri;19;08;2016;11:30;271,21;55,26;24,28;17,27;37,43;3,72;14,92;3,94;21,08;9,95;51,84;29,28;2,24
Fri;19;08;2016;11:45;269,2;55,22;24,27;17,28;37,45;3,72;14,93;3,94;21,04;8,93;50,85;29,33;2,25
Fri;19;08;2016;12:00;267,78;55,21;24,28;17,26;37,39;3,71;14,91;2,71;21,02;8,98;50,8;29,28;2,23
Fri;19;08;2016;12:15;269,84;55,21;24,3;17,26;38,44;3,71;14,9;2,71;21,02;8,91;51,79;29,34;2,24
Fri;19;08;2016;12:30;270,17;55,26;24,28;17,34;37,39;3,71;14,9;3,92;20,99;9,96;50,89;29,29;2,24
Fri;19;08;2016;12:45;269,89;55,17;24,27;17,2;37,47;3,71;14,9;3,92;21,01;8,92;51,83;29,24;2,27
Fri;19;08;2016;13:00;269,32;55,24;24,29;17,24;37,41;3,71;14,93;3,91;21,04;8,95;50,96;29,28;2,37
Fri;19;08;2016;13:15;270,06;55,24;24,32;17,24;38,34;3,7;14,91;3,92;20,99;8,9;50,87;29,27;2,36
Fri;19;08;2016;13:30;271,15;55,31;24,24;17,24;37,47;3,7;14,9;3,91;21,01;9,92;51,84;29,32;2,29
Fri;19;08;2016;13:45;269,04;55,36;24,3;17,22;37,35;3,7;14,9;3,91;21,02;8,92;50,86;29,26;2,23
Fri;19;08;2016;14:00;270,33;55,35;24,28;17,23;38,48;3,71;14,95;3,91;21,02;8,93;50,94;29,3;2,24
Fri;19;08;2016;14:15;270,21;55,37;24,35;17,24;37,44;3,73;14,93;3,92;21,02;8,91;51,76;29,29;2,24
Fri;19;08;2016;14:30;270,13;55,26;24,24;17,27;37,38;3,71;14,91;3,91;21,04;9,93;50,94;29,31;2,25
Fri;19;08;2016;14:45;270,24;55,29;24,28;17,25;37,48;3,71;14,91;3,91;21,03;8,94;51,84;29,34;2,25
Fri;19;08;2016;15:00;270,3;55,26;24,31;17,23;38,47;3,71;14,91;3,93;21,05;8,95;50,92;29,34;2,24
Fri;19;08;2016;15:15;269,27;55,28;24,33;17,22;37,48;3,72;14,94;3,92;21;8,88;50,94;29,31;2,24
Fri;19;08;2016;15:30;271,29;55,26;24,29;17,23;37,41;3,71;14,94;3,93;21,02;9,91;52;29,35;2,25
Fri;19;08;2016;15:45;270,26;55,34;24,27;17,23;38,5;3,72;14,92;3,93;21,04;8,92;50,8;29,35;2,25
Fri;19;08;2016;16:00;269,25;55,37;24,31;17,22;37,4;3,71;14,92;3,93;21,02;8,94;50,92;29,3;2,22
Fri;19;08;2016;16:15;270,23;55,38;24,35;17,22;37,42;3,72;14,91;3,92;20,99;8,91;51,9;29,26;2,24
Fri;19;08;2016;16:30;270,27;55,46;24,26;17,23;37,47;3,71;14,91;3,92;21,03;9,9;50,86;29,29;2,22
Fri;19;08;2016;16:45;271,3;55,47;24,36;17,24;38,43;3,72;14,92;3,93;20,99;8,95;51,85;29,22;2,23
Fri;19;08;2016;17:00;269,34;55,43;24,3;17,22;37,35;3,71;14,91;3,93;21,01;8,9;51,03;29,32;2,23
Fri;19;08;2016;17:15;269,12;55,39;24,32;17,22;37,46;3,72;14,91;3,93;21;8,9;50,79;29,27;2,23
Fri;19;08;2016;17:30;271,2;55,33;24,3;17,23;37,47;3,72;14,9;3,92;21,01;9,93;51,82;29,31;2,23
Fri;19;08;2016;17:45;270,05;55,31;24,33;17,26;38,41;3,71;14,9;3,93;20,97;8,88;50,87;29,25;2,24
Fri;19;08;2016;18:00;270,07;55,31;24,36;17,24;37,38;3,72;14,92;3,92;21,01;8,95;51,73;29,28;2,26
Fri;19;08;2016;18:15;269,23;55,35;24,35;17,24;37,44;3,71;14,9;3,9;20,99;8,86;50,86;29,31;2,3
Fri;19;08;2016;18:30;270,33;55,33;24,29;17,24;38,4;3,69;14,9;3,91;20,99;9,23;50,85;29,26;2,25
Fri;19;08;2016;18:45;270,38;55,26;24,32;17,23;37,42;3,69;14,91;3,91;21;9,23;51,91;29,26;2,25
Fri;19;08;2016;19:00;269,38;55,25;24,35;17,24;37,45;3,69;14,93;3,91;21,01;9,23;50,83;29,23;2,25
Fri;19;08;2016;19:15;269,08;55,29;24,35;17,23;37,43;3,68;14,91;3,9;20,98;8,92;50,88;29,25;2,26
Fri;19;08;2016;19:30;270,97;55,31;24,32;17,22;38,43;3,68;14,88;3,91;21;8,87;51,9;29,22;2,25
Fri;19;08;2016;19:45;269,85;55,36;24,33;17,24;37,31;3,68;14,87;3,91;20,96;9,91;50,8;29,23;2,26
Fri;19;08;2016;20:00;269,03;55,38;24,26;17,21;37,41;3,68;14,86;3,9;21,01;8,92;50,91;29,24;2,25
Fri;19;08;2016;20:15;269,86;55,36;24,31;17,21;37,35;3,67;14,87;3,91;21,03;8,95;51,77;29,19;2,25
Fri;19;08;2016;20:30;270,18;55,35;24,33;17,22;38,43;3,68;14,94;3,91;21,06;8,9;50,88;29,24;2,25
Fri;19;08;2016;20:45;271,25;55,29;24,35;17,21;37,46;3,68;14,9;3,91;21,11;9,91;51,9;29,29;2,25
Fri;19;08;2016;21:00;268,98;55,27;24,31;17,22;37,34;3,68;14,93;3,9;21,08;8,92;50,82;29,27;2,25
Fri;19;08;2016;21:15;268,99;55,23;24,34;17,22;37,44;3,69;14,92;3,91;21,05;8,9;50,81;29,22;2,25
Fri;19;08;2016;21:30;271,08;55,3;24,38;17,21;38,39;3,68;14,9;3,9;21,06;8,9;51,86;29,25;2,25
Fri;19;08;2016;21:45;269,88;55,23;24,3;17,23;37,33;3,68;14,94;3,9;21,08;9,9;50,84;29,21;2,24
Fri;19;08;2016;22:00;268,88;55,23;24,33;17,2;37,38;3,68;14,89;3,9;21,06;8,88;50,77;29,31;2,24
Fri;19;08;2016;22:15;270,97;55,2;24,37;17,23;38,37;3,68;14,87;3,91;21,08;8,88;51,95;29,2;2,24
Fri;19;08;2016;22:30;268,96;55,22;24,33;17,24;37,41;3,69;14,86;3,91;21,11;8,88;50,85;29,26;2,2
Fri;19;08;2016;22:45;268,94;55,19;24,36;17,24;37,36;3,68;14,86;3,9;21,1;8,88;50,95;29,23;2,2
Fri;19;08;2016;23:00;270,65;55,21;24,35;17,24;37,33;3,68;14,87;3,9;21,11;9,82;51,69;29,26;2,2
Fri;19;08;2016;23:15;270,04;55,22;24,34;17,25;38,41;3,67;14,91;3,91;21,14;8,88;50,89;29,22;2,2
Fri;19;08;2016;23:30;268,73;55,21;24,32;17,23;37,26;3,67;14,9;3,9;21,08;8,86;50,88;29,24;2,2
Fri;19;08;2016;23:45;269,96;55,28;24,35;17,24;37,39;3,67;14,9;3,91;21,13;8,87;51,81;29,23;2,19
Sat;20;08;2016;00:00;269,8;55,3;24,3;17,25;37,32;3,67;14,91;3,91;21,1;9,83;50,83;29,19;2,2
Sat;20;08;2016;00:15;269,86;55,27;24,33;17,24;38,38;3,66;14,9;3,9;21,1;8,9;50,78;29,2;2,2
Sat;20;08;2016;00:30;269,56;55,21;24,35;17,23;37,29;3,66;14,9;3,9;21,06;8,83;51,78;29,15;2,19
Sat;20;08;2016;00:45;268,69;55,21;24,29;17,21;37,29;3,67;14,89;3,9;21,12;8,89;50,8;29,23;2,2
Sat;20;08;2016;01:00;268,69;55,23;24,27;17,2;37,3;3,67;14,87;3,88;21,01;9,18;50,75;29,15;2,19
Sat;20;08;2016;01:15;270,4;55,08;24,27;17,18;38,23;3,67;14,91;3,88;21,09;9,18;51,59;29,12;2,2
Sat;20;08;2016;01:30;268,56;55,04;24,27;17,18;37,29;3,66;14,87;3,88;21,06;9,18;50,76;29,16;2,2
Sat;20;08;2016;01:45;268,03;55;24,28;17,16;37,2;3,66;14,86;3,88;21,03;8,85;50,74;29,17;2,2
Sat;20;08;2016;02:00;269,9;55,01;24,28;17,15;38,29;3,66;14,88;3,89;21,03;8,82;51,68;29,02;2,19
Sat;20;08;2016;02:15;268,04;55,03;24,28;17,15;37,24;3,66;14,97;3,88;21,01;9,15;50,49;28,98;2,2
Sat;20;08;2016;02:30;268,2;55,07;24,24;17,14;37,25;3,66;14,85;3,88;20,99;9,15;50,79;29;2,2
Sat;20;08;2016;02:45;269,05;55,05;24,18;17,15;37,23;3,66;14,88;3,88;21,02;9,15;51,68;28,98;2,19
Sat;20;08;2016;03:00;269,04;55,08;24,27;17,15;38,26;3,66;14,82;3,88;21;9,15;50,64;28,95;2,19
Sat;20;08;2016;03:15;268,02;55,02;24,25;17,15;37,24;3,66;14,81;3,88;20,99;9,15;50,66;29,01;2,19
Sat;20;08;2016;03:30;268,04;55,08;24,28;17,14;37,19;3,66;14,81;3,88;21,02;9,15;50,69;28,94;2,2
Sat;20;08;2016;03:45;268,46;55,07;24,25;17,14;37,19;3,66;14,81;3,88;21;8,81;51,55;28,91;2,2
Sat;20;08;2016;04:00;268,57;54,99;24,25;17,13;38,22;3,66;14,83;3,88;21;8,84;50,65;28,93;2,19
Sat;20;08;2016;04:15;267,44;54,93;24,27;17,12;37,21;3,66;14,85;3,88;20,99;8,82;50,54;28,99;2,19
Sat;20;08;2016;04:30;268,46;54,87;24,31;17,14;37,31;3,66;14,83;3,87;20,99;9,83;50,55;28,91;2,19
Sat;20;08;2016;04:45;268,46;54,89;24,19;17,13;37,22;3,66;14,81;3,88;20,99;8,83;51,71;28,97;2,19
Sat;20;08;2016;05:00;268,36;54,82;24,3;17,12;38,15;3,66;14,85;3,88;20,96;8,82;50,72;28,9;2,19
Sat;20;08;2016;05:15;266,95;54,77;24,14;17,11;37,14;3,66;14,84;3,87;20,97;8,81;50,52;28,94;2,19
Sat;20;08;2016;05:30;269,04;54,75;24,21;17,12;37,26;3,66;14,83;3,88;20,99;9,8;51,45;28,9;2,19
Sat;20;08;2016;05:45;268,14;54,7;24,21;17,13;38,18;3,66;14,8;3,87;20,96;8,82;50,72;28,9;2,2
Sat;20;08;2016;06:00;267,27;54,71;24,28;17,12;37,17;3,66;14,85;3,88;20,99;8,85;50,66;28,92;2,19
Sat;20;08;2016;06:15;266,73;54,67;24,18;17,11;37,1;3,66;14,85;3,88;20,98;8,79;50,44;28,89;2,19
Sat;20;08;2016;06:30;268,3;54,73;24,27;17,12;37,25;3,66;14,84;3,88;20,98;9,06;51,45;28,89;2,19
Sat;20;08;2016;06:45;268,37;54,59;24,2;17,13;38,14;3,66;14,85;3,88;20,98;9,06;50,7;29;2,19
Sat;20;08;2016;07:00;267,58;54,69;24,21;17,15;37,24;3,66;14,83;3,87;21;9,06;50,64;29,02;2,2
Sat;20;08;2016;07:15;268,29;54,63;24,27;17,11;37,19;3,66;14,85;3,88;20,97;9,06;51,52;28,97;2,19
Sat;20;08;2016;07:30;267,17;54,62;24,23;17,14;37,18;3,66;14,85;3,88;20,96;8,78;50,63;29,04;2,2
Sat;20;08;2016;07:45;269,21;54,74;24,23;17,14;38,18;3,66;14,81;3,88;21,01;9,81;50,56;29,01;2,19
Sat;20;08;2016;08:00;267,52;54,79;24,29;17,14;37,14;3,67;14,81;3,88;21,01;8,9;50,67;29,03;2,19
Sat;20;08;2016;08:15;268,41;54,79;24,26;17,13;37,17;3,67;14,81;3,88;21,02;8,75;51,63;29,1;2,2
Sat;20;08;2016;08:30;268,7;54,86;24,35;17,17;38,2;3,67;14,84;3,88;20,99;8,85;50,63;29,05;2,2
Sat;20;08;2016;08:45;268,65;54,89;24,24;17,18;37,14;3,67;14,89;3,87;21,05;9,82;50,65;29,04;2,22
Sat;20;08;2016;09:00;268,75;54,9;24,25;17,19;37,21;3,67;14,86;3,88;20,98;8,83;51,67;29,1;2,2
Sat;20;08;2016;09:15;267,9;54,95;24,27;17,18;37,28;3,67;14,84;3,88;20,97;8,86;50,63;29,09;2,27
Sat;20;08;2016;09:30;268,94;55;24,29;17,17;38,22;3,67;14,87;3,88;20,91;8,81;50,73;29,13;2,26
Sat;20;08;2016;09:45;270,04;55,04;24,26;17,19;37,25;3,68;14,9;3,88;20,94;9,83;51,64;29,17;2,27
Sat;20;08;2016;10:00;268,22;55,06;24,31;17,2;37,23;3,67;14,88;3,88;20,92;8,83;50,83;29,16;2,25
Sat;20;08;2016;10:15;267,99;54,99;24,23;17,23;37,26;3,67;14,91;3,88;20,97;8,84;50,67;29,1;2,25
Sat;20;08;2016;10:30;270,45;55,05;24,37;17,23;38,29;3,67;14,88;3,88;20,97;8,83;51,84;29,19;2,25
Sat;20;08;2016;10:45;268,02;55;24,23;17,26;37,24;3,67;14,89;3,88;20,93;8,83;50,64;29,19;2,25
Sat;20;08;2016;11:00;269,59;55,03;24,28;17,27;37,38;3,67;14,93;3,88;20,94;9,83;50,95;29,17;2,26
Sat;20;08;2016;11:15;269,53;55,07;24,27;17,29;37,33;3,68;14,9;3,89;20,95;8,85;51,84;29,2;2,26
Sat;20;08;2016;11:30;269,47;55,08;24,37;17,28;38,36;3,67;14,87;3,88;20,97;8,82;50,73;29,19;2,25
Sat;20;08;2016;11:45;268,55;55,13;24,27;17,27;37,42;3,67;14,86;3,89;20,92;8,83;50,86;29,19;2,25
Sat;20;08;2016;12:00;269,8;55,18;24,29;17,25;37,26;3,68;14,86;3,88;20,98;9,19;51,77;29,21;2,25
Sat;20;08;2016;12:15;268,88;55,12;24,35;17,24;37,33;3,68;14,87;3,88;20,94;9,19;50,79;29,24;2,25
Sat;20;08;2016;12:30;269,79;55,15;24,22;17,23;38,33;3,67;14,86;3,89;20,97;9,19;50,81;29,22;2,26
Sat;20;08;2016;12:45;269,98;55,15;24,38;17,23;37,35;3,67;14,91;3,88;20,92;9,19;51,81;29,23;2,26
Sat;20;08;2016;13:00;268,74;55,14;24,26;17,2;37,43;3,67;14,9;3,88;20,95;9,19;50,67;29,2;2,25
Sat;20;08;2016;13:15;270,08;55,15;24,27;17,2;38,39;3,67;14,89;3,88;20,94;9,19;51,07;29,18;2,25
Sat;20;08;2016;13:30;269,53;55,16;24,24;17,24;37,38;3,67;14,87;3,89;20,95;8,86;51,87;29,21;2,21
Sat;20;08;2016;13:45;268,4;55,04;24,35;17,25;37,38;3,68;14,91;3,88;20,94;8,84;50,73;29,19;2,21
Sat;20;08;2016;14:00;268,37;55,01;24,29;17,28;37,39;3,68;14,9;3,88;20,98;8,83;50,67;29,23;2,22
Sat;20;08;2016;14:15;271,5;54,94;24,32;17,29;38,39;3,67;14,91;3,89;20,96;9,8;51,93;29,22;2,2
Sat;20;08;2016;14:30;268,46;54,97;24,24;17,33;37,38;3,68;14,93;3,88;20,95;8,87;50,84;29,21;2,2
Sat;20;08;2016;14:45;268,46;54,93;24,33;17,33;37,42;3,67;14,92;3,88;20,96;8,8;50,78;29,24;2,2
Sat;20;08;2016;15:00;269,56;55;24,33;17,28;37,38;3,67;14,92;3,89;20,94;8,85;51,83;29,27;2,2
Sat;20;08;2016;15:15;270,49;55;24,31;17,27;38,41;3,67;14,9;3,88;20,95;9,83;50,89;29,2;2,2
Sat;20;08;2016;15:30;269,36;55,04;24,28;17,26;37,37;3,67;14,86;3,88;20,94;8,83;51,78;29,26;2,19
Sat;20;08;2016;15:45;268,57;55,06;24,28;17,28;37,42;3,68;14,85;3,88;20,94;8,84;50,9;29,22;2,21
Sat;20;08;2016;16:00;268,4;55,09;24,36;17,29;37,34;3,67;14,86;3,88;20,94;8,85;50,69;29,23;2,2
Sat;20;08;2016;16:15;271,43;55,09;24,26;17,32;38,35;3,67;14,86;3,89;20,96;9,85;51,73;29,25;2,2
Sat;20;08;2016;16:30;268,81;55,14;24,31;17,35;37,38;3,67;14,91;3,88;20,96;8,89;50,93;29,19;2,2
Sat;20;08;2016;16:45;268,68;55,13;24,3;17,34;37,36;3,67;14,89;3,88;20,99;8,85;50,85;29,22;2,2
Sat;20;08;2016;17:00;270,49;55,15;24,19;17,33;38,31;3,67;14,87;3,89;20,96;8,85;51,84;29,24;2,2
Sat;20;08;2016;17:15;268,43;55,16;24,19;17,34;37,4;3,67;14,86;3,88;20,97;8,85;50,7;29,2;2,21
Sat;20;08;2016;17:30;269,72;55,13;24,19;17,31;37,35;3,67;14,9;3,88;20,96;9,83;51,12;29,2;2,2
Sat;20;08;2016;17:45;269,41;55,13;24,34;17,27;37,37;3,68;14,89;3,88;20,97;8,84;51,62;29,23;2,2
Sat;20;08;2016;18:00;269,61;55,17;24,25;17,26;38,43;3,67;14,87;3,89;20,97;8,85;50,76;29,28;2,2
Sat;20;08;2016;18:15;269,17;55,16;24,31;17,24;37,44;3,67;14,85;3,88;20,96;8,85;51,38;29,23;2,2
Sat;20;08;2016;18:30;270,14;55,2;24,25;17,25;37,34;3,67;14,92;3,88;20,93;9,86;51,37;29,25;2,2
Sat;20;08;2016;18:45;268,52;55,11;24,33;17,24;37,38;3,68;14,89;3,89;20,96;8,83;50,82;29,21;2,19
Sat;20;08;2016;19:00;269,77;55,18;24,29;17,25;38,39;3,67;14,9;3,88;20,97;8,83;50,92;29,29;2,2
Sat;20;08;2016;19:15;269,54;55,23;24,3;17,23;37,36;3,67;14,91;3,88;20,95;8,87;51,71;29,24;2,2
Sat;20;08;2016;19:30;269,72;55,17;24,3;17,23;37,44;3,67;14,89;3,88;21;9,84;50,85;29,26;2,2
Sat;20;08;2016;19:45;269,69;55,19;24,32;17,22;37,33;3,67;14,92;3,89;21,02;8,83;51,88;29,24;2,2
Sat;20;08;2016;20:00;269,68;55,16;24,27;17,24;38,36;3,68;14,9;3,88;21,06;8,84;50,83;29,27;2,2
Sat;20;08;2016;20:15;268,66;55,15;24,32;17,25;37,35;3,67;14,89;3,88;21,02;8,87;50,82;29,23;2,2
Sat;20;08;2016;20:30;269,63;55,19;24,24;17,28;37,3;3,67;14,92;3,89;21,02;8,84;51,84;29,26;2,2
Sat;20;08;2016;20:45;270,72;55,13;24,28;17,29;38,36;3,67;14,87;3,88;21,07;9,88;50,85;29,25;2,2
Sat;20;08;2016;21:00;268,71;55,16;24,29;17,3;37,31;3,68;14,88;3,88;21,05;8,87;50,83;29,25;2,2
Sat;20;08;2016;21:15;269,81;55,16;24,3;17,3;37,43;3,68;14,86;3,88;21,05;8,84;51,84;29,28;2,2
Sat;20;08;2016;21:30;268,71;55,16;24,33;17,25;37,34;3,67;14,85;3,89;21,01;8,85;50,89;29,28;2,19
Sat;20;08;2016;21:45;270,71;55,16;24,28;17,26;38,36;3,67;14,89;3,89;21,06;9,88;50,81;29,27;2,2
Sat;20;08;2016;22:00;269,84;55,17;24,3;17,26;37,41;3,68;14,91;3,88;21,02;8,85;51,86;29,29;2,2
Sat;20;08;2016;22:15;268,84;55,17;24,33;17,28;37,32;3,68;14,91;3,89;21,07;8,84;50,88;29,27;2,2
Sat;20;08;2016;22:30;268,79;55,18;24,31;17,32;37,38;3,67;14,87;3,88;21,04;8,87;50,83;29,26;2,2
Sat;20;08;2016;22:45;271,87;55,1;24,32;17,29;38,39;3,67;14,9;3,89;21,04;9,87;51,96;29,26;2,2
Sat;20;08;2016;23:00;268,65;55,17;24,32;17,27;37,27;3,67;14,91;3,88;21,07;8,81;50,74;29,34;2,21
Sat;20;08;2016;23:15;268,63;55,15;24,25;17,24;37,37;3,68;14,9;3,89;21,05;8,83;50,84;29,25;2,19
Sat;20;08;2016;23:30;269,55;55,1;24,35;17,26;37,29;3,67;14,92;3,88;21,03;8,87;51,73;29,23;2,21
Sat;20;08;2016;23:45;269,91;55,12;24,35;17,28;38,3;3,67;14,89;3,89;21,08;8,85;51,02;29,27;2,19
Sun;21;08;2016;00:00;269,34;55,12;24,28;17,3;37,31;3,68;14,88;3,89;21,04;9,87;50,6;29,18;2,2
Sun;21;08;2016;00:15;269,67;55,09;24,29;17,32;37,26;3,68;14,91;3,88;21,04;8,86;51,9;29,26;2,2
Sun;21;08;2016;00:30;268,37;55,02;24,31;17,28;37,27;3,67;14,86;3,88;21,04;8,87;50,78;29,19;2,19
Sun;21;08;2016;00:45;269,3;55,06;24,25;17,27;38,23;3,67;14,86;3,88;21,06;8,87;50,73;29,23;2,2
Sun;21;08;2016;01:00;269,94;54,99;24,27;17,23;37,23;3,67;14,83;3,89;21,06;9,81;51,61;29,14;2,2
Sun;21;08;2016;01:15;268,21;54,96;24,24;17,2;37,27;3,67;14,84;3,88;21,03;8,84;50,87;29,21;2,19
Sun;21;08;2016;01:30;269,07;54,97;24,34;17,2;38,15;3,67;14,88;3,88;20,97;8,84;50,78;29,18;2,2
Sun;21;08;2016;01:45;268,96;54,94;24,34;17,16;37,27;3,67;14,87;3,89;21;8,84;51,62;29,17;2,19
Sun;21;08;2016;02:00;268,94;54,95;24,32;17,18;37,26;3,66;14,87;3,88;21,01;9,84;50,68;29,09;2,19
Sun;21;08;2016;02:15;267,76;54,95;24,32;17,18;37,19;3,66;14,83;3,88;20,96;8,81;50,75;29,03;2,19
Sun;21;08;2016;02:30;268,8;54,87;24,29;17,19;38,32;3,67;14,87;3,88;20,96;8,83;50,66;29,07;2,2
Sun;21;08;2016;02:45;268,56;54,87;24,32;17,14;37,13;3,66;14,84;3,88;20,97;8,84;51,66;29,05;2,19
